Area,Type,Date,Real GDP (Legacy),Real Personal Income per Capita
"Charlottesville, VA",MSA,2014-12-31,11010.46,54072.3
"Charlottesville, VA",MSA,2015-12-31,11335.764,56695.7
"Charlottesville, VA",MSA,2016-12-31,11530.13,58664.6
"Charlottesville, VA",MSA,2017-12-31,12120.452,61779.2
"Charlottesville, VA",MSA,2018-12-31,12424.181,63576.8
"Charlottesville, VA",MSA,2019-12-31,12525.065,65355.2
"Charlottesville, VA",MSA,2020-12-31,12035.16,65537.5
"Charlottesville, VA",MSA,2021-12-31,12815.761,72052.8
"Charlottesville, VA",MSA,2022-12-31,,69775.2
"Chattanooga, TN-GA",MSA,2001-12-31,20284.827,36768.5
"Chattanooga, TN-GA",MSA,2002-12-31,20658.505,36739.9
"Chattanooga, TN-GA",MSA,2003-12-31,21283.474,37282.0
"Chattanooga, TN-GA",MSA,2004-12-31,22186.309,37807.0
"Chattanooga, TN-GA",MSA,2005-12-31,22769.321,37953.5
"Chattanooga, TN-GA",MSA,2006-12-31,23030.972,38751.6
"Chattanooga, TN-GA",MSA,2007-12-31,23242.692,39064.7
"Chattanooga, TN-GA",MSA,2008-12-31,23150.793,39162.9
"Chattanooga, TN-GA",MSA,2009-12-31,22278.577,38392.5
"Chattanooga, TN-GA",MSA,2010-12-31,22726.864,39466.4
"Chattanooga, TN-GA",MSA,2011-12-31,23490.849,40312.0
"Chattanooga, TN-GA",MSA,2012-12-31,24388.347,41414.9
"Chattanooga, TN-GA",MSA,2013-12-31,24696.399,40462.8
"Chattanooga, TN-GA",MSA,2014-12-31,24581.557,40897.2
"Chattanooga, TN-GA",MSA,2015-12-31,25256.617,42824.3
"Chattanooga, TN-GA",MSA,2016-12-31,25686.139,43146.3
"Chattanooga, TN-GA",MSA,2017-12-31,26413.612,44142.5
"Chattanooga, TN-GA",MSA,2018-12-31,26637.945,44890.0
"Chattanooga, TN-GA",MSA,2019-12-31,27202.305,46011.7
"Chattanooga, TN-GA",MSA,2020-12-31,26474.278,48062.5
"Chattanooga, TN-GA",MSA,2021-12-31,28336.074,49166.6
"Chattanooga, TN-GA",MSA,2022-12-31,,47108.1
"Cheyenne, WY",MSA,2001-12-31,3621.285,40329.8
"Cheyenne, WY",MSA,2002-12-31,3770.708,42216.4
"Cheyenne, WY",MSA,2003-12-31,3965.717,43846.7
"Cheyenne, WY",MSA,2004-12-31,4167.953,44833.9
"Cheyenne, WY",MSA,2005-12-31,4249.448,45441.8
"Cheyenne, WY",MSA,2006-12-31,4473.388,47257.5
"Cheyenne, WY",MSA,2007-12-31,4971.985,47877.2
"Cheyenne, WY",MSA,2008-12-31,5459.019,50853.4
"Cheyenne, WY",MSA,2009-12-31,4688.102,47499.2
"Cheyenne, WY",MSA,2010-12-31,4748.091,47859.7
"Cheyenne, WY",MSA,2011-12-31,4918.436,51873.8
"Cheyenne, WY",MSA,2012-12-31,5048.331,51119.3
"Cheyenne, WY",MSA,2013-12-31,4954.538,50182.5
"Cheyenne, WY",MSA,2014-12-31,5002.895,50796.5
"Cheyenne, WY",MSA,2015-12-31,5197.364,50936.3
"Cheyenne, WY",MSA,2016-12-31,5031.289,48893.6
"Cheyenne, WY",MSA,2017-12-31,5034.781,49347.2
"Cheyenne, WY",MSA,2018-12-31,5310.61,50906.5
"Cheyenne, WY",MSA,2019-12-31,5516.987,50814.7
"Cheyenne, WY",MSA,2020-12-31,5261.259,53368.3
"Cheyenne, WY",MSA,2021-12-31,5507.761,53875.0
"Cheyenne, WY",MSA,2022-12-31,,50971.2
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2001-12-31,513554.905,49055.5
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2002-12-31,516783.075,48746.6
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2003-12-31,525123.412,48354.0
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2004-12-31,539222.436,48804.9
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2005-12-31,550327.986,49552.6
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2006-12-31,563767.731,51284.5
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2007-12-31,572141.186,52743.1
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2008-12-31,560759.466,52058.7
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2009-12-31,540793.397,48870.7
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2010-12-31,547911.679,48963.7
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2011-12-31,556699.079,49869.0
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2012-12-31,570954.874,51587.6
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2013-12-31,571812.288,51527.4
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2014-12-31,585490.687,53284.9
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2015-12-31,598224.439,55866.8
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2016-12-31,600346.2,55987.4
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2017-12-31,605947.501,56964.4
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2018-12-31,622008.434,59204.5
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2019-12-31,626388.99,60103.4
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2020-12-31,592460.553,62945.0
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2021-12-31,630126.315,65960.8
"Chicago-Naperville-Elgin, IL-IN-WI",MSA,2022-12-31,,62487.3
"Chico, CA",MSA,2001-12-31,6436.131,32863.6
"Chico, CA",MSA,2002-12-31,6868.645,32869.3
"Chico, CA",MSA,2003-12-31,7143.91,33273.3
"Chico, CA",MSA,2004-12-31,7237.914,34264.9
"Chico, CA",MSA,2005-12-31,7395.227,34180.2
"Chico, CA",MSA,2006-12-31,7651.114,35280.5
"Chico, CA",MSA,2007-12-31,7523.603,36141.7
"Chico, CA",MSA,2008-12-31,7351.131,35668.6
"Chico, CA",MSA,2009-12-31,7548.295,35838.2
"Chico, CA",MSA,2010-12-31,7576.197,36452.6
"Chico, CA",MSA,2011-12-31,7508.928,36279.7
"Chico, CA",MSA,2012-12-31,7363.012,36533.1
"Chico, CA",MSA,2013-12-31,7413.059,36926.0
"Chico, CA",MSA,2014-12-31,7309.623,37688.0
"Chico, CA",MSA,2015-12-31,7600.549,40444.7
"Chico, CA",MSA,2016-12-31,8084.983,41371.5
"Chico, CA",MSA,2017-12-31,8415.033,41581.2
"Chico, CA",MSA,2018-12-31,8513.088,41775.4
"Chico, CA",MSA,2019-12-31,8658.177,44358.4
"Chico, CA",MSA,2020-12-31,8083.203,49035.5
"Chico, CA",MSA,2021-12-31,8094.801,51385.8
"Chico, CA",MSA,2022-12-31,,47374.4
"Cincinnati, OH-KY-IN",MSA,2001-12-31,101429.39,42649.3
"Cincinnati, OH-KY-IN",MSA,2002-12-31,103716.852,42916.4
"Cincinnati, OH-KY-IN",MSA,2003-12-31,105561.944,43082.1
"Cincinnati, OH-KY-IN",MSA,2004-12-31,107534.52,44004.9
"Cincinnati, OH-KY-IN",MSA,2005-12-31,110430.629,44139.3
"Cincinnati, OH-KY-IN",MSA,2006-12-31,110953.835,45007.5
"Cincinnati, OH-KY-IN",MSA,2007-12-31,111555.66,45051.5
"Cincinnati, OH-KY-IN",MSA,2008-12-31,110917.59,45155.0
"Cincinnati, OH-KY-IN",MSA,2009-12-31,106732.957,43446.4
"Cincinnati, OH-KY-IN",MSA,2010-12-31,110202.204,44062.8
"Cincinnati, OH-KY-IN",MSA,2011-12-31,113935.657,45706.5
"Cincinnati, OH-KY-IN",MSA,2012-12-31,114925.551,46425.8
"Cincinnati, OH-KY-IN",MSA,2013-12-31,115881.037,46220.9
"Cincinnati, OH-KY-IN",MSA,2014-12-31,119162.117,47380.9
"Cincinnati, OH-KY-IN",MSA,2015-12-31,122080.653,49236.3
"Cincinnati, OH-KY-IN",MSA,2016-12-31,126813.843,50097.0
"Cincinnati, OH-KY-IN",MSA,2017-12-31,129571.268,51044.4
"Cincinnati, OH-KY-IN",MSA,2018-12-31,130388.303,51826.7
"Cincinnati, OH-KY-IN",MSA,2019-12-31,136730.231,53469.4
"Cincinnati, OH-KY-IN",MSA,2020-12-31,133562.952,56198.1
"Cincinnati, OH-KY-IN",MSA,2021-12-31,141603.974,58430.2
"Cincinnati, OH-KY-IN",MSA,2022-12-31,,56232.4
"Clarksville, TN-KY",MSA,2001-12-31,7691.983,31694.7
"Clarksville, TN-KY",MSA,2002-12-31,8325.793,33447.3
"Clarksville, TN-KY",MSA,2003-12-31,8584.475,35169.9
"Clarksville, TN-KY",MSA,2004-12-31,9263.104,36146.9
"Clarksville, TN-KY",MSA,2005-12-31,10179.116,38131.1
"Clarksville, TN-KY",MSA,2006-12-31,10675.716,39793.0
"Clarksville, TN-KY",MSA,2007-12-31,10474.022,38586.3
"Clarksville, TN-KY",MSA,2008-12-31,10677.271,40059.4
"Clarksville, TN-KY",MSA,2009-12-31,10645.428,39762.9
"Clarksville, TN-KY",MSA,2010-12-31,11057.88,40514.4
"Clarksville, TN-KY",MSA,2011-12-31,11654.118,42482.8
"Clarksville, TN-KY",MSA,2012-12-31,11714.681,40608.5
"Clarksville, TN-KY",MSA,2013-12-31,11440.591,39404.9
"Clarksville, TN-KY",MSA,2014-12-31,11282.833,38516.9
"Clarksville, TN-KY",MSA,2015-12-31,11325.545,39196.5
"Clarksville, TN-KY",MSA,2016-12-31,11136.423,39116.6
"Clarksville, TN-KY",MSA,2017-12-31,11072.445,39105.8
"Clarksville, TN-KY",MSA,2018-12-31,11161.778,38944.1
"Clarksville, TN-KY",MSA,2019-12-31,11348.125,39689.5
"Clarksville, TN-KY",MSA,2020-12-31,11368.901,42602.2
"Clarksville, TN-KY",MSA,2021-12-31,11955.588,44088.6
"Clarksville, TN-KY",MSA,2022-12-31,,40865.3
"Cleveland, TN",MSA,2001-12-31,3348.353,30958.0
"Cleveland, TN",MSA,2002-12-31,3505.126,31096.7
"Cleveland, TN",MSA,2003-12-31,3533.208,32010.8
"Cleveland, TN",MSA,2004-12-31,3754.351,32880.6
"Cleveland, TN",MSA,2005-12-31,3784.153,32737.1
"Cleveland, TN",MSA,2006-12-31,3727.48,33475.5
"Cleveland, TN",MSA,2007-12-31,3744.646,34087.5
"Cleveland, TN",MSA,2008-12-31,3781.557,34647.6
"Cleveland, TN",MSA,2009-12-31,3704.86,33739.8
"Cleveland, TN",MSA,2010-12-31,3860.96,34132.3
"Cleveland, TN",MSA,2011-12-31,3907.058,35052.9
"Cleveland, TN",MSA,2012-12-31,4370.203,35979.3
"Cleveland, TN",MSA,2013-12-31,4441.104,35496.2
"Cleveland, TN",MSA,2014-12-31,4367.179,35619.5
"Cleveland, TN",MSA,2015-12-31,4431.297,36602.7
"Cleveland, TN",MSA,2016-12-31,4271.501,36648.5
"Cleveland, TN",MSA,2017-12-31,4289.378,36679.8
"Cleveland, TN",MSA,2018-12-31,4276.862,37268.0
"Cleveland, TN",MSA,2019-12-31,4303.395,37785.9
"Cleveland, TN",MSA,2020-12-31,4282.348,40447.5
"Cleveland, TN",MSA,2021-12-31,4463.69,41752.0
"Cleveland, TN",MSA,2022-12-31,,39847.4
"Cleveland-Elyria, OH",MSA,2001-12-31,106395.762,42333.6
"Cleveland-Elyria, OH",MSA,2002-12-31,107794.041,41988.0
"Cleveland-Elyria, OH",MSA,2003-12-31,109582.37,42078.1
"Cleveland-Elyria, OH",MSA,2004-12-31,112171.519,42787.6
"Cleveland-Elyria, OH",MSA,2005-12-31,115183.235,43012.8
"Cleveland-Elyria, OH",MSA,2006-12-31,115199.019,44421.6
"Cleveland-Elyria, OH",MSA,2007-12-31,115243.02,45480.2
"Cleveland-Elyria, OH",MSA,2008-12-31,114119.345,45853.6
"Cleveland-Elyria, OH",MSA,2009-12-31,106620.603,43898.2
"Cleveland-Elyria, OH",MSA,2010-12-31,107682.264,43862.9
"Cleveland-Elyria, OH",MSA,2011-12-31,109633.754,45505.8
"Cleveland-Elyria, OH",MSA,2012-12-31,110449.446,46579.8
"Cleveland-Elyria, OH",MSA,2013-12-31,110725.664,46294.1
"Cleveland-Elyria, OH",MSA,2014-12-31,112901.278,47545.8
"Cleveland-Elyria, OH",MSA,2015-12-31,113215.933,48953.6
"Cleveland-Elyria, OH",MSA,2016-12-31,113544.724,49597.5
"Cleveland-Elyria, OH",MSA,2017-12-31,115177.268,50412.1
"Cleveland-Elyria, OH",MSA,2018-12-31,117066.683,51212.8
"Cleveland-Elyria, OH",MSA,2019-12-31,119911.243,52242.5
"Cleveland-Elyria, OH",MSA,2020-12-31,114787.03,54364.1
"Cleveland-Elyria, OH",MSA,2021-12-31,122275.473,56617.7
"Cleveland-Elyria, OH",MSA,2022-12-31,,54222.8
"Coeur d'Alene, ID",MSA,2001-12-31,3456.795,33536.3
"Coeur d'Alene, ID",MSA,2002-12-31,3528.914,33579.2
"Coeur d'Alene, ID",MSA,2003-12-31,3683.118,33964.1
"Coeur d'Alene, ID",MSA,2004-12-31,3978.816,34864.4
"Coeur d'Alene, ID",MSA,2005-12-31,4366.12,35743.5
"Coeur d'Alene, ID",MSA,2006-12-31,4565.234,36687.5
"Coeur d'Alene, ID",MSA,2007-12-31,4774.355,37275.1
"Coeur d'Alene, ID",MSA,2008-12-31,4786.125,36681.5
"Coeur d'Alene, ID",MSA,2009-12-31,4418.018,35571.6
"Coeur d'Alene, ID",MSA,2010-12-31,4615.565,35678.7
"Coeur d'Alene, ID",MSA,2011-12-31,4475.695,36404.2
"Coeur d'Alene, ID",MSA,2012-12-31,4549.77,37436.8
"Coeur d'Alene, ID",MSA,2013-12-31,4934.304,38128.0
"Coeur d'Alene, ID",MSA,2014-12-31,5032.654,39316.8
"Coeur d'Alene, ID",MSA,2015-12-31,5065.926,41107.2
"Coeur d'Alene, ID",MSA,2016-12-31,5293.7,41593.3
"Coeur d'Alene, ID",MSA,2017-12-31,5454.643,42553.1
"Coeur d'Alene, ID",MSA,2018-12-31,5754.147,43895.8
"Coeur d'Alene, ID",MSA,2019-12-31,5874.552,46162.8
"Coeur d'Alene, ID",MSA,2020-12-31,6042.537,49683.3
"Coeur d'Alene, ID",MSA,2021-12-31,6553.224,52890.9
"Coeur d'Alene, ID",MSA,2022-12-31,,52114.1
"College Station-Bryan, TX",MSA,2001-12-31,7042.062,28757.6
"College Station-Bryan, TX",MSA,2002-12-31,7383.266,28845.1
"College Station-Bryan, TX",MSA,2003-12-31,7660.459,30000.5
"College Station-Bryan, TX",MSA,2004-12-31,7803.555,30109.7
"College Station-Bryan, TX",MSA,2005-12-31,8452.417,30613.9
"College Station-Bryan, TX",MSA,2006-12-31,9180.465,31434.4
"College Station-Bryan, TX",MSA,2007-12-31,9970.552,31837.5
"College Station-Bryan, TX",MSA,2008-12-31,10412.466,33632.6
"College Station-Bryan, TX",MSA,2009-12-31,11253.661,33192.6
"College Station-Bryan, TX",MSA,2010-12-31,10681.221,34292.7
"College Station-Bryan, TX",MSA,2011-12-31,10472.961,34596.2
"College Station-Bryan, TX",MSA,2012-12-31,10588.541,35597.7
"College Station-Bryan, TX",MSA,2013-12-31,11348.838,36104.2
"College Station-Bryan, TX",MSA,2014-12-31,12080.591,37391.0
"College Station-Bryan, TX",MSA,2015-12-31,12846.206,37350.3
"College Station-Bryan, TX",MSA,2016-12-31,12906.036,36775.8
"College Station-Bryan, TX",MSA,2017-12-31,13213.472,37867.7
"College Station-Bryan, TX",MSA,2018-12-31,13741.676,39716.2
"College Station-Bryan, TX",MSA,2019-12-31,14299.77,40270.5
"College Station-Bryan, TX",MSA,2020-12-31,14317.613,42552.2
"College Station-Bryan, TX",MSA,2021-12-31,14695.978,43675.5
"College Station-Bryan, TX",MSA,2022-12-31,,41807.3
Colorado,State,2001-12-31,234979.4,46229.8
Colorado,State,2002-12-31,235417.3,45097.1
Colorado,State,2003-12-31,237782.3,44621.2
Colorado,State,2004-12-31,240747.6,44787.5
Colorado,State,2005-12-31,251558.4,45806.0
Colorado,State,2006-12-31,257430.2,47215.5
Colorado,State,2007-12-31,266887.5,48218.5
Colorado,State,2008-12-31,270981.4,48178.6
Colorado,State,2009-12-31,264966.3,45273.8
Colorado,State,2010-12-31,267858.9,45105.8
Colorado,State,2011-12-31,271700.6,47123.6
Colorado,State,2012-12-31,276823.1,48120.1
Colorado,State,2013-12-31,286259.1,49156.2
Colorado,State,2014-12-31,298655.3,51733.3
Colorado,State,2015-12-31,312409.7,52820.7
Colorado,State,2016-12-31,318953.4,52201.6
Colorado,State,2017-12-31,329913.3,54171.0
Colorado,State,2018-12-31,342733.2,56635.1
Colorado,State,2019-12-31,358438.5,59179.1
Colorado,State,2020-12-31,353345.2,61979.1
Colorado,State,2021-12-31,373763.3,65984.0
Colorado,State,2022-12-31,,65254.1
"Colorado Springs, CO",MSA,2001-12-31,24619.415,41271.7
"Colorado Springs, CO",MSA,2002-12-31,24675.477,41156.5
"Colorado Springs, CO",MSA,2003-12-31,24969.721,41120.9
"Colorado Springs, CO",MSA,2004-12-31,25389.212,41165.1
"Colorado Springs, CO",MSA,2005-12-31,26677.997,41829.5
"Colorado Springs, CO",MSA,2006-12-31,27072.513,41947.0
"Colorado Springs, CO",MSA,2007-12-31,27789.102,42695.5
"Colorado Springs, CO",MSA,2008-12-31,27819.645,42517.4
"Colorado Springs, CO",MSA,2009-12-31,27900.472,42519.5
"Colorado Springs, CO",MSA,2010-12-31,28570.28,42342.2
"Colorado Springs, CO",MSA,2011-12-31,29299.541,43415.6
"Colorado Springs, CO",MSA,2012-12-31,29544.337,43523.1
"Colorado Springs, CO",MSA,2013-12-31,29951.471,42772.8
"Colorado Springs, CO",MSA,2014-12-31,30159.0,44106.0
"Colorado Springs, CO",MSA,2015-12-31,30399.355,45463.3
"Colorado Springs, CO",MSA,2016-12-31,30822.605,45390.9
"Colorado Springs, CO",MSA,2017-12-31,31876.572,46257.7
"Colorado Springs, CO",MSA,2018-12-31,32948.752,47121.9
"Colorado Springs, CO",MSA,2019-12-31,34093.877,48880.6
"Colorado Springs, CO",MSA,2020-12-31,34594.262,52162.1
"Colorado Springs, CO",MSA,2021-12-31,36364.322,54877.9
"Colorado Springs, CO",MSA,2022-12-31,,52753.6
"Columbia, MO",MSA,2001-12-31,6816.147,37170.3
"Columbia, MO",MSA,2002-12-31,6940.201,37217.6
"Columbia, MO",MSA,2003-12-31,7122.526,37577.1
"Columbia, MO",MSA,2004-12-31,7388.903,38973.2
"Columbia, MO",MSA,2005-12-31,7572.146,38372.5
"Columbia, MO",MSA,2006-12-31,7676.093,38773.9
"Columbia, MO",MSA,2007-12-31,7635.782,39069.9
"Columbia, MO",MSA,2008-12-31,7765.628,40465.5
"Columbia, MO",MSA,2009-12-31,7734.548,41694.0
"Columbia, MO",MSA,2010-12-31,7861.768,40416.4
"Columbia, MO",MSA,2011-12-31,8024.623,40750.1
"Columbia, MO",MSA,2012-12-31,8257.173,41570.0
"Columbia, MO",MSA,2013-12-31,8508.923,41819.6
"Columbia, MO",MSA,2014-12-31,8526.077,42073.5
"Columbia, MO",MSA,2015-12-31,8697.98,43409.1
"Columbia, MO",MSA,2016-12-31,8756.562,43559.9
"Columbia, MO",MSA,2017-12-31,8931.01,44116.7
"Columbia, MO",MSA,2018-12-31,8992.106,43952.0
"Columbia, MO",MSA,2019-12-31,9372.598,45861.2
"Columbia, MO",MSA,2020-12-31,9353.508,47884.0
"Columbia, MO",MSA,2021-12-31,9848.822,49159.1
"Columbia, MO",MSA,2022-12-31,,47067.7
"Columbia, SC",MSA,2001-12-31,28054.576,37111.1
"Columbia, SC",MSA,2002-12-31,28551.678,37468.0
"Columbia, SC",MSA,2003-12-31,29514.736,37585.1
"Columbia, SC",MSA,2004-12-31,30863.78,37920.0
"Columbia, SC",MSA,2005-12-31,31742.068,38325.1
"Columbia, SC",MSA,2006-12-31,32980.01,39414.1
"Columbia, SC",MSA,2007-12-31,33924.409,39810.1
"Columbia, SC",MSA,2008-12-31,33870.022,39881.6
"Columbia, SC",MSA,2009-12-31,32995.183,38713.4
"Columbia, SC",MSA,2010-12-31,33114.928,38387.4
"Columbia, SC",MSA,2011-12-31,33158.453,38845.5
"Columbia, SC",MSA,2012-12-31,33020.513,39315.6
"Columbia, SC",MSA,2013-12-31,33842.903,39351.8
"Columbia, SC",MSA,2014-12-31,35028.576,40418.0
"Columbia, SC",MSA,2015-12-31,35976.016,42361.3
"Columbia, SC",MSA,2016-12-31,36925.452,42772.4
"Columbia, SC",MSA,2017-12-31,37294.435,43732.9
"Columbia, SC",MSA,2018-12-31,37694.004,43794.6
"Columbia, SC",MSA,2019-12-31,38402.891,45145.7
"Columbia, SC",MSA,2020-12-31,37832.29,47347.7
"Columbia, SC",MSA,2021-12-31,39506.122,49341.1
"Columbia, SC",MSA,2022-12-31,,47048.9
"Columbus, GA-AL",MSA,2001-12-31,11131.298,34581.8
"Columbus, GA-AL",MSA,2002-12-31,11448.014,35448.7
"Columbus, GA-AL",MSA,2003-12-31,11450.692,36589.0
"Columbus, GA-AL",MSA,2004-12-31,11618.303,36329.0
"Columbus, GA-AL",MSA,2005-12-31,11892.881,36731.9
"Columbus, GA-AL",MSA,2006-12-31,12155.398,36924.1
"Columbus, GA-AL",MSA,2007-12-31,12543.499,36983.8
"Columbus, GA-AL",MSA,2008-12-31,12549.237,36866.5
"Columbus, GA-AL",MSA,2009-12-31,12656.412,35679.3
"Columbus, GA-AL",MSA,2010-12-31,12870.872,36370.7
"Columbus, GA-AL",MSA,2011-12-31,13072.588,37378.4
"Columbus, GA-AL",MSA,2012-12-31,13223.474,36504.5
"Columbus, GA-AL",MSA,2013-12-31,12980.558,35042.7
"Columbus, GA-AL",MSA,2014-12-31,12946.376,35514.3
"Columbus, GA-AL",MSA,2015-12-31,13007.853,37234.1
"Columbus, GA-AL",MSA,2016-12-31,12809.407,37775.2
"Columbus, GA-AL",MSA,2017-12-31,12900.538,38455.5
"Columbus, GA-AL",MSA,2018-12-31,12890.192,38526.3
"Columbus, GA-AL",MSA,2019-12-31,13131.287,38658.5
"Columbus, GA-AL",MSA,2020-12-31,13065.904,40940.8
"Columbus, GA-AL",MSA,2021-12-31,13379.44,42926.9
"Columbus, GA-AL",MSA,2022-12-31,,40285.2
"Columbus, IN",MSA,2001-12-31,3592.314,39627.6
"Columbus, IN",MSA,2002-12-31,3488.337,40082.9
"Columbus, IN",MSA,2003-12-31,3658.747,40597.8
"Columbus, IN",MSA,2004-12-31,3934.847,41343.2
"Columbus, IN",MSA,2005-12-31,4179.12,40652.5
"Columbus, IN",MSA,2006-12-31,4549.382,42126.4
"Columbus, IN",MSA,2007-12-31,5093.263,42269.0
"Columbus, IN",MSA,2008-12-31,5331.66,42879.7
"Columbus, IN",MSA,2009-12-31,4384.006,40598.1
"Columbus, IN",MSA,2010-12-31,5286.815,41896.0
"Columbus, IN",MSA,2011-12-31,5438.197,44126.6
"Columbus, IN",MSA,2012-12-31,5944.569,46271.2
"Columbus, IN",MSA,2013-12-31,6233.867,45088.1
"Columbus, IN",MSA,2014-12-31,5944.979,46464.3
"Columbus, IN",MSA,2015-12-31,5754.567,48218.6
"Columbus, IN",MSA,2016-12-31,5651.578,48276.8
"Columbus, IN",MSA,2017-12-31,5629.014,49588.6
"Columbus, IN",MSA,2018-12-31,6065.973,52121.3
"Columbus, IN",MSA,2019-12-31,6041.654,52463.9
"Columbus, IN",MSA,2020-12-31,5590.432,53366.5
"Columbus, IN",MSA,2021-12-31,6067.893,54967.2
"Columbus, IN",MSA,2022-12-31,,53359.6
"Columbus, OH",MSA,2001-12-31,84663.759,41257.1
"Columbus, OH",MSA,2002-12-31,85964.187,41441.6
"Columbus, OH",MSA,2003-12-31,87651.782,41486.8
"Columbus, OH",MSA,2004-12-31,90999.553,41931.4
"Columbus, OH",MSA,2005-12-31,94236.566,41932.7
"Columbus, OH",MSA,2006-12-31,94568.334,42487.9
"Columbus, OH",MSA,2007-12-31,95866.057,43174.7
"Columbus, OH",MSA,2008-12-31,94645.989,43213.0
"Columbus, OH",MSA,2009-12-31,91720.319,42322.0
"Columbus, OH",MSA,2010-12-31,94509.349,42736.1
"Columbus, OH",MSA,2011-12-31,98191.024,44522.1
"Columbus, OH",MSA,2012-12-31,101853.495,46044.4
"Columbus, OH",MSA,2013-12-31,104567.264,45736.9
"Columbus, OH",MSA,2014-12-31,107732.032,46520.4
"Columbus, OH",MSA,2015-12-31,109401.014,48233.8
"Columbus, OH",MSA,2016-12-31,111826.269,48573.0
"Columbus, OH",MSA,2017-12-31,115372.387,49079.8
"Columbus, OH",MSA,2018-12-31,116735.576,49549.9
"Columbus, OH",MSA,2019-12-31,120326.001,50252.3
"Columbus, OH",MSA,2020-12-31,118636.145,53425.6
"Columbus, OH",MSA,2021-12-31,127766.546,55576.2
"Columbus, OH",MSA,2022-12-31,,52763.2
Connecticut,State,2001-12-31,218135.3,59801.3
Connecticut,State,2002-12-31,216677.7,58533.4
Connecticut,State,2003-12-31,219186.0,57639.7
Connecticut,State,2004-12-31,233426.5,58999.4
Connecticut,State,2005-12-31,238549.5,60180.2
Connecticut,State,2006-12-31,248233.8,63031.8
Connecticut,State,2007-12-31,257953.0,65944.5
Connecticut,State,2008-12-31,257756.0,67896.0
Connecticut,State,2009-12-31,244894.7,67010.1
Connecticut,State,2010-12-31,244354.7,67826.6
Connecticut,State,2011-12-31,238542.4,67847.0
Connecticut,State,2012-12-31,240911.9,67230.1
Connecticut,State,2013-12-31,236050.6,64729.9
Connecticut,State,2014-12-31,235780.9,66393.8
Connecticut,State,2015-12-31,242706.5,68057.9
Connecticut,State,2016-12-31,243286.7,68729.1
Connecticut,State,2017-12-31,247035.9,69145.7
Connecticut,State,2018-12-31,249074.8,70709.8
Connecticut,State,2019-12-31,251568.2,71655.3
Connecticut,State,2020-12-31,235234.9,73955.1
Connecticut,State,2021-12-31,246555.9,74027.4
Connecticut,State,2022-12-31,,71472.3
"Corpus Christi, TX",MSA,2001-12-31,18033.335,34107.3
"Corpus Christi, TX",MSA,2002-12-31,17926.699,34501.1
"Corpus Christi, TX",MSA,2003-12-31,18556.333,35601.8
"Corpus Christi, TX",MSA,2004-12-31,19877.205,35917.7
"Corpus Christi, TX",MSA,2005-12-31,18843.0,37135.6
"Corpus Christi, TX",MSA,2006-12-31,19435.295,38174.7
"Corpus Christi, TX",MSA,2007-12-31,20734.404,38397.8
"Corpus Christi, TX",MSA,2008-12-31,19772.928,41119.5
"Corpus Christi, TX",MSA,2009-12-31,19442.901,38762.9
"Corpus Christi, TX",MSA,2010-12-31,20667.946,40710.9
"Corpus Christi, TX",MSA,2011-12-31,21316.965,42780.9
"Corpus Christi, TX",MSA,2012-12-31,21256.084,43406.1
"Corpus Christi, TX",MSA,2013-12-31,21611.011,44199.6
"Corpus Christi, TX",MSA,2014-12-31,20229.391,45147.0
"Corpus Christi, TX",MSA,2015-12-31,20199.245,43989.4
"Corpus Christi, TX",MSA,2016-12-31,19796.74,41529.8
"Corpus Christi, TX",MSA,2017-12-31,20559.579,42858.5
"Corpus Christi, TX",MSA,2018-12-31,21531.838,43068.8
"Corpus Christi, TX",MSA,2019-12-31,21710.152,45030.3
"Corpus Christi, TX",MSA,2020-12-31,20709.661,46509.0
"Corpus Christi, TX",MSA,2021-12-31,21096.536,49223.5
"Corpus Christi, TX",MSA,2022-12-31,,47323.9
"Corvallis, OR",MSA,2001-12-31,2658.01,40006.7
"Corvallis, OR",MSA,2002-12-31,2686.867,39275.1
"Corvallis, OR",MSA,2003-12-31,2733.168,40613.1
"Corvallis, OR",MSA,2004-12-31,2857.634,40503.3
"Corvallis, OR",MSA,2005-12-31,3043.464,39780.4
