Area,Type,Most Recent Date,Date,Employment,Labor Force,Unemployment,Unemployment Rate
"Bismarck, ND",MSA,2023-11-30,2007-12-31,62912.083333333336,64746.833333333336,1834.75,2.8333333333333335
"Bismarck, ND",MSA,2023-11-30,2008-12-31,63070.75,65004.083333333336,1933.3333333333333,2.9916666666666667
"Bismarck, ND",MSA,2023-11-30,2009-12-31,63050.5,65398.25,2347.75,3.5833333333333335
"Bismarck, ND",MSA,2023-11-30,2010-12-31,62219.5,64687.166666666664,2467.6666666666665,3.8166666666666664
"Bismarck, ND",MSA,2023-11-30,2011-12-31,62407.75,64602.0,2194.25,3.4166666666666665
"Bismarck, ND",MSA,2023-11-30,2012-12-31,62029.0,63927.75,1898.75,2.975
"Bismarck, ND",MSA,2023-11-30,2013-12-31,62793.75,64581.0,1787.25,2.7583333333333333
"Bismarck, ND",MSA,2023-11-30,2014-12-31,63122.083333333336,64859.083333333336,1737.0,2.6833333333333336
"Bismarck, ND",MSA,2023-11-30,2015-12-31,65128.25,66902.0,1773.75,2.6583333333333337
"Bismarck, ND",MSA,2023-11-30,2016-12-31,67581.16666666667,69538.5,1957.3333333333333,2.8249999999999997
"Bismarck, ND",MSA,2023-11-30,2017-12-31,68325.91666666667,70160.08333333333,1834.1666666666667,2.6166666666666667
"Bismarck, ND",MSA,2023-11-30,2018-12-31,67124.75,68927.75,1803.0,2.6083333333333334
"Bismarck, ND",MSA,2023-11-30,2019-12-31,67558.83333333333,69200.41666666667,1641.5833333333333,2.3666666666666667
"Bismarck, ND",MSA,2023-11-30,2020-12-31,66986.0,70044.5,3058.5,4.366666666666666
"Bismarck, ND",MSA,2023-11-30,2021-12-31,69407.75,71354.66666666667,1946.9166666666667,2.725
"Bismarck, ND",MSA,2023-11-30,2022-12-31,70274.33333333333,71774.58333333333,1500.25,2.066666666666667
"Bismarck, ND",MSA,2023-11-30,2023-12-31,69592.54545454546,71048.63636363637,1456.090909090909,2.0454545454545454
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2000-12-31,77839.08333333333,80380.41666666667,2541.3333333333335,3.1666666666666665
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2001-12-31,77387.41666666667,80995.75,3608.3333333333335,4.4750000000000005
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2002-12-31,77344.41666666667,81359.66666666667,4015.25,4.95
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2003-12-31,79604.41666666667,83594.83333333333,3990.4166666666665,4.758333333333334
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2004-12-31,79191.41666666667,83224.25,4032.8333333333335,4.841666666666667
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2005-12-31,80359.91666666667,84004.66666666667,3644.75,4.3500000000000005
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2006-12-31,81056.66666666667,84193.25,3136.5833333333335,3.725
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2007-12-31,81491.08333333333,85077.75,3586.6666666666665,4.216666666666667
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2008-12-31,83022.08333333333,87595.33333333333,4573.25,5.216666666666667
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2009-12-31,80268.58333333333,87621.66666666667,7353.083333333333,8.391666666666667
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2010-12-31,81253.58333333333,88723.08333333333,7469.5,8.424999999999999
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2011-12-31,83452.33333333333,89822.66666666667,6370.333333333333,7.091666666666666
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2012-12-31,84838.75,90611.41666666667,5772.666666666667,6.366666666666667
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2013-12-31,85914.83333333333,91276.33333333333,5361.5,5.866666666666667
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2014-12-31,86464.91666666667,91390.08333333333,4925.166666666667,5.383333333333333
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2015-12-31,86733.33333333333,90874.58333333333,4141.25,4.558333333333334
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2016-12-31,86385.0,90445.0,4060.0,4.5
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2017-12-31,87186.66666666667,90901.16666666667,3714.5,4.075
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2018-12-31,87899.41666666667,90757.58333333333,2858.1666666666665,3.158333333333333
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2019-12-31,89098.91666666667,91794.83333333333,2695.9166666666665,2.9250000000000003
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2020-12-31,83985.33333333333,89222.16666666667,5236.833333333333,5.916666666666667
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2021-12-31,88022.41666666667,90974.58333333333,2952.1666666666665,3.2416666666666667
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2022-12-31,91396.5,94120.08333333333,2723.5833333333335,2.891666666666667
"Blacksburg-Christiansburg-Radford, VA",MSA,2023-11-30,2023-12-31,93470.81818181818,96234.27272727272,2763.4545454545455,2.8545454545454545
"Bloomington, IL",MSA,2023-11-30,2000-12-31,91637.25,94840.41666666667,3203.1666666666665,3.375
"Bloomington, IL",MSA,2023-11-30,2001-12-31,91420.58333333333,94664.16666666667,3243.5833333333335,3.4250000000000003
"Bloomington, IL",MSA,2023-11-30,2002-12-31,91254.0,94928.75,3674.75,3.8666666666666667
"Bloomington, IL",MSA,2023-11-30,2003-12-31,89955.75,93969.5,4013.75,4.2749999999999995
"Bloomington, IL",MSA,2023-11-30,2004-12-31,89446.33333333333,93633.91666666667,4187.583333333333,4.466666666666667
"Bloomington, IL",MSA,2023-11-30,2005-12-31,92127.33333333333,96111.08333333333,3983.75,4.1499999999999995
"Bloomington, IL",MSA,2023-11-30,2006-12-31,93754.41666666667,97150.66666666667,3396.25,3.4916666666666667
"Bloomington, IL",MSA,2023-11-30,2007-12-31,94940.75,98766.0,3825.25,3.8833333333333333
"Bloomington, IL",MSA,2023-11-30,2008-12-31,94069.75,99136.91666666667,5067.166666666667,5.125
"Bloomington, IL",MSA,2023-11-30,2009-12-31,92598.33333333333,100017.58333333333,7419.25,7.425
"Bloomington, IL",MSA,2023-11-30,2010-12-31,97145.16666666667,104718.66666666667,7573.5,7.233333333333333
"Bloomington, IL",MSA,2023-11-30,2011-12-31,97413.25,104474.0,7060.75,6.7749999999999995
"Bloomington, IL",MSA,2023-11-30,2012-12-31,96303.83333333333,103048.41666666667,6744.583333333333,6.55
"Bloomington, IL",MSA,2023-11-30,2013-12-31,94158.25,100893.41666666667,6735.166666666667,6.675
"Bloomington, IL",MSA,2023-11-30,2014-12-31,93599.66666666667,99134.16666666667,5534.5,5.575
"Bloomington, IL",MSA,2023-11-30,2015-12-31,94543.16666666667,99359.16666666667,4816.0,4.8500000000000005
"Bloomington, IL",MSA,2023-11-30,2016-12-31,93738.83333333333,98795.5,5056.666666666667,5.108333333333333
"Bloomington, IL",MSA,2023-11-30,2017-12-31,93155.08333333333,97199.58333333333,4044.5,4.141666666666667
"Bloomington, IL",MSA,2023-11-30,2018-12-31,92896.83333333333,96970.08333333333,4073.25,4.208333333333333
"Bloomington, IL",MSA,2023-11-30,2019-12-31,92512.83333333333,96001.75,3488.9166666666665,3.641666666666667
"Bloomington, IL",MSA,2023-11-30,2020-12-31,85903.66666666667,92241.41666666667,6337.75,6.916666666666667
"Bloomington, IL",MSA,2023-11-30,2021-12-31,89048.25,93120.16666666667,4071.9166666666665,4.383333333333334
"Bloomington, IL",MSA,2023-11-30,2022-12-31,92695.25,96134.91666666667,3439.6666666666665,3.558333333333333
"Bloomington, IL",MSA,2023-11-30,2023-12-31,93061.54545454546,96730.54545454546,3669.0,3.790909090909091
"Bloomington, IN",MSA,2023-11-30,2000-12-31,72470.33333333333,74506.83333333333,2036.5,2.733333333333333
"Bloomington, IN",MSA,2023-11-30,2001-12-31,72868.16666666667,75721.08333333333,2852.9166666666665,3.766666666666667
"Bloomington, IN",MSA,2023-11-30,2002-12-31,73192.83333333333,76701.83333333333,3509.0,4.583333333333333
"Bloomington, IN",MSA,2023-11-30,2003-12-31,73685.75,77094.41666666667,3408.6666666666665,4.425
"Bloomington, IN",MSA,2023-11-30,2004-12-31,74012.33333333333,77499.91666666667,3487.5833333333335,4.491666666666667
"Bloomington, IN",MSA,2023-11-30,2005-12-31,74479.58333333333,78379.91666666667,3900.3333333333335,4.9750000000000005
"Bloomington, IN",MSA,2023-11-30,2006-12-31,75503.41666666667,78989.5,3486.0833333333335,4.416666666666667
"Bloomington, IN",MSA,2023-11-30,2007-12-31,76578.83333333333,79706.91666666667,3128.0833333333335,3.9249999999999994
"Bloomington, IN",MSA,2023-11-30,2008-12-31,77686.41666666667,81608.0,3921.5833333333335,4.808333333333334
"Bloomington, IN",MSA,2023-11-30,2009-12-31,76861.0,82658.33333333333,5797.333333333333,7.016666666666667
"Bloomington, IN",MSA,2023-11-30,2010-12-31,71521.25,77887.08333333333,6365.833333333333,8.166666666666666
"Bloomington, IN",MSA,2023-11-30,2011-12-31,71783.16666666667,77900.58333333333,6117.416666666667,7.8500000000000005
"Bloomington, IN",MSA,2023-11-30,2012-12-31,71141.0,76991.33333333333,5850.333333333333,7.608333333333333
"Bloomington, IN",MSA,2023-11-30,2013-12-31,71200.25,76639.91666666667,5439.666666666667,7.108333333333333
"Bloomington, IN",MSA,2023-11-30,2014-12-31,72384.08333333333,77000.58333333333,4616.5,5.983333333333333
"Bloomington, IN",MSA,2023-11-30,2015-12-31,72984.91666666667,76858.75,3873.8333333333335,5.058333333333334
"Bloomington, IN",MSA,2023-11-30,2016-12-31,73667.75,77306.33333333333,3638.5833333333335,4.716666666666667
"Bloomington, IN",MSA,2023-11-30,2017-12-31,74853.16666666667,77713.58333333333,2860.4166666666665,3.6750000000000003
"Bloomington, IN",MSA,2023-11-30,2018-12-31,76273.58333333333,79185.41666666667,2911.8333333333335,3.6666666666666665
"Bloomington, IN",MSA,2023-11-30,2019-12-31,78410.0,81115.25,2705.25,3.35
"Bloomington, IN",MSA,2023-11-30,2020-12-31,73188.58333333333,77672.0,4483.416666666667,5.841666666666666
"Bloomington, IN",MSA,2023-11-30,2021-12-31,76670.08333333333,79209.41666666667,2539.3333333333335,3.216666666666667
"Bloomington, IN",MSA,2023-11-30,2022-12-31,78949.91666666667,81245.25,2295.3333333333335,2.8333333333333335
"Bloomington, IN",MSA,2023-11-30,2023-12-31,78292.54545454546,80926.45454545454,2633.909090909091,3.2545454545454544
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2000-12-31,38696.666666666664,40699.083333333336,2002.4166666666667,4.925
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2001-12-31,38531.333333333336,40758.666666666664,2227.3333333333335,5.466666666666666
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2002-12-31,38978.25,41442.75,2464.5,5.941666666666666
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2003-12-31,38606.833333333336,41198.25,2591.4166666666665,6.291666666666667
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2004-12-31,39741.0,42397.666666666664,2656.6666666666665,6.2749999999999995
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2005-12-31,40631.75,43021.25,2389.5,5.558333333333334
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2006-12-31,41412.083333333336,43733.666666666664,2321.5833333333335,5.3
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2007-12-31,42249.916666666664,44455.5,2205.5833333333335,4.95
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2008-12-31,43147.666666666664,45761.166666666664,2613.5,5.708333333333333
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2009-12-31,42108.166666666664,45813.166666666664,3705.0,8.083333333333334
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2010-12-31,39925.333333333336,43635.666666666664,3710.3333333333335,8.491666666666667
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2011-12-31,40394.25,43895.166666666664,3500.9166666666665,7.991666666666667
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2012-12-31,41426.0,44858.5,3432.5,7.6499999999999995
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2013-12-31,41555.916666666664,44667.333333333336,3111.4166666666665,6.95
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2014-12-31,40826.416666666664,43412.833333333336,2586.4166666666665,5.966666666666666
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2015-12-31,40584.916666666664,42925.416666666664,2340.5,5.458333333333333
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2016-12-31,40829.0,43084.75,2255.75,5.233333333333333
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2017-12-31,41052.166666666664,43202.833333333336,2150.6666666666665,4.9750000000000005
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2018-12-31,41128.083333333336,43108.083333333336,1980.0,4.591666666666667
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2019-12-31,41254.5,43179.916666666664,1925.4166666666667,4.483333333333333
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2020-12-31,39847.333333333336,43108.333333333336,3261.0,7.583333333333333
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2021-12-31,40556.166666666664,42766.583333333336,2210.4166666666665,5.175
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2022-12-31,41339.5,43184.0,1844.5,4.283333333333333
"Bloomsburg-Berwick, PA",MSA,2023-11-30,2023-12-31,41668.818181818184,43357.545454545456,1688.7272727272727,3.9
"Boise City, ID",MSA,2023-11-30,2000-12-31,242252.91666666666,251602.83333333334,9349.916666666666,3.716666666666667
"Boise City, ID",MSA,2023-11-30,2001-12-31,249247.25,260510.16666666666,11262.916666666666,4.325
"Boise City, ID",MSA,2023-11-30,2002-12-31,248512.75,262247.0,13734.25,5.241666666666666
"Boise City, ID",MSA,2023-11-30,2003-12-31,252066.91666666666,266108.0,14041.083333333334,5.266666666666667
"Boise City, ID",MSA,2023-11-30,2004-12-31,256515.91666666666,268572.1666666667,12056.25,4.483333333333333
"Boise City, ID",MSA,2023-11-30,2005-12-31,270861.3333333333,281073.8333333333,10212.5,3.6333333333333333
"Boise City, ID",MSA,2023-11-30,2006-12-31,282216.8333333333,291088.0,8871.166666666666,3.0500000000000003
"Boise City, ID",MSA,2023-11-30,2007-12-31,286763.9166666667,295381.5833333333,8617.666666666666,2.9250000000000003
"Boise City, ID",MSA,2023-11-30,2008-12-31,281472.1666666667,297137.8333333333,15665.666666666666,5.266666666666667
"Boise City, ID",MSA,2023-11-30,2009-12-31,270327.8333333333,298838.75,28510.916666666668,9.549999999999999
"Boise City, ID",MSA,2023-11-30,2010-12-31,271174.4166666667,298077.0,26902.583333333332,9.025
"Boise City, ID",MSA,2023-11-30,2011-12-31,276354.1666666667,301061.1666666667,24707.0,8.200000000000001
"Boise City, ID",MSA,2023-11-30,2012-12-31,285716.75,308137.3333333333,22420.583333333332,7.266666666666667
"Boise City, ID",MSA,2023-11-30,2013-12-31,291941.4166666667,311841.6666666667,19900.25,6.383333333333333
"Boise City, ID",MSA,2023-11-30,2014-12-31,301546.8333333333,314731.4166666667,13184.583333333334,4.191666666666666
"Boise City, ID",MSA,2023-11-30,2015-12-31,311905.5833333333,324225.3333333333,12319.75,3.8000000000000003
"Boise City, ID",MSA,2023-11-30,2016-12-31,323000.1666666667,334948.5,11948.333333333334,3.5749999999999997
"Boise City, ID",MSA,2023-11-30,2017-12-31,338812.9166666667,349666.5833333333,10853.666666666666,3.108333333333333
"Boise City, ID",MSA,2023-11-30,2018-12-31,354540.9166666667,364486.0,9945.083333333334,2.725
"Boise City, ID",MSA,2023-11-30,2019-12-31,368876.25,379175.8333333333,10299.583333333334,2.7083333333333335
"Boise City, ID",MSA,2023-11-30,2020-12-31,364389.75,386456.6666666667,22066.916666666668,5.733333333333333
"Boise City, ID",MSA,2023-11-30,2021-12-31,385400.75,398596.0833333333,13195.333333333334,3.3083333333333336
"Boise City, ID",MSA,2023-11-30,2022-12-31,400199.6666666667,410503.4166666667,10303.75,2.5083333333333333
"Boise City, ID",MSA,2023-11-30,2023-12-31,406040.45454545453,417367.36363636365,11326.90909090909,2.6999999999999997
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2000-12-31,2366559.3333333335,2430073.5833333335,63514.25,2.6166666666666667
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2001-12-31,2374048.75,2464317.6666666665,90268.91666666667,3.6666666666666665
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2002-12-31,2356658.5,2485989.4166666665,129330.91666666667,5.208333333333333
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2003-12-31,2325087.8333333335,2463516.25,138428.41666666666,5.633333333333333
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2004-12-31,2326588.25,2445965.4166666665,119377.16666666667,4.875
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2005-12-31,2331699.5,2441534.0833333335,109834.58333333333,4.5
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2006-12-31,2353463.1666666665,2461506.6666666665,108043.5,4.391666666666667
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2007-12-31,2382882.0833333335,2486051.8333333335,103169.75,4.141666666666667
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2008-12-31,2392456.0833333335,2514677.25,122221.16666666667,4.858333333333333
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2009-12-31,2327720.5833333335,2516268.3333333335,188547.75,7.5
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2010-12-31,2350639.75,2538013.0,187373.25,7.383333333333333
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2011-12-31,2378220.6666666665,2545063.6666666665,166843.0,6.55
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2012-12-31,2410320.5833333335,2567155.5,156834.91666666666,6.099999999999999
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2013-12-31,2425256.5,2580949.6666666665,155693.16666666666,6.016666666666667
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2014-12-31,2483266.0,2619574.3333333335,136308.33333333334,5.208333333333333
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2015-12-31,2526800.0833333335,2640884.8333333335,114084.75,4.316666666666666
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2016-12-31,2571513.75,2668555.0,97041.25,3.6333333333333333
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2017-12-31,2652987.25,2748101.3333333335,95114.08333333333,3.466666666666667
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2018-12-31,2733076.1666666665,2821729.1666666665,88653.0,3.141666666666667
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2019-12-31,2774053.6666666665,2851745.6666666665,77692.0,2.716666666666667
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2020-12-31,2539879.4166666665,2788635.8333333335,248756.41666666666,8.991666666666667
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2021-12-31,2640869.0,2782626.4166666665,141757.41666666666,5.083333333333333
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2022-12-31,2690959.4166666665,2785760.75,94801.33333333333,3.391666666666666
"Boston-Cambridge-Nashua, MA-NH",NECTA,2023-11-30,2023-12-31,2704467.727272727,2784826.5454545454,80358.81818181818,2.890909090909091
"Boulder, CO",MSA,2023-11-30,2000-12-31,156159.83333333334,159979.41666666666,3819.5833333333335,2.3916666666666666
"Boulder, CO",MSA,2023-11-30,2001-12-31,156671.33333333334,162671.91666666666,6000.583333333333,3.6916666666666664
"Boulder, CO",MSA,2023-11-30,2002-12-31,154678.66666666666,164166.58333333334,9487.916666666666,5.758333333333333
"Boulder, CO",MSA,2023-11-30,2003-12-31,155227.25,164661.0,9433.75,5.733333333333333
"Boulder, CO",MSA,2023-11-30,2004-12-31,158784.83333333334,166971.16666666666,8186.333333333333,4.908333333333333
"Boulder, CO",MSA,2023-11-30,2005-12-31,161133.66666666666,168604.25,7470.583333333333,4.433333333333334
"Boulder, CO",MSA,2023-11-30,2006-12-31,165417.58333333334,171751.0,6333.416666666667,3.6999999999999997
"Boulder, CO",MSA,2023-11-30,2007-12-31,169595.83333333334,175282.33333333334,5686.5,3.25
"Boulder, CO",MSA,2023-11-30,2008-12-31,171121.58333333334,178610.5,7488.916666666667,4.2
"Boulder, CO",MSA,2023-11-30,2009-12-31,164207.41666666666,175852.91666666666,11645.5,6.641666666666667
"Boulder, CO",MSA,2023-11-30,2010-12-31,157065.08333333334,169622.25,12557.166666666666,7.408333333333334
"Boulder, CO",MSA,2023-11-30,2011-12-31,159977.25,171576.16666666666,11598.916666666666,6.766666666666667
"Boulder, CO",MSA,2023-11-30,2012-12-31,162888.0,173875.5,10987.5,6.316666666666666
"Boulder, CO",MSA,2023-11-30,2013-12-31,165350.16666666666,174807.91666666666,9457.75,5.425
"Boulder, CO",MSA,2023-11-30,2014-12-31,168933.08333333334,176094.25,7161.166666666667,4.075
"Boulder, CO",MSA,2023-11-30,2015-12-31,171449.0,176832.83333333334,5383.833333333333,3.0583333333333336
"Boulder, CO",MSA,2023-11-30,2016-12-31,176475.91666666666,181098.5,4622.583333333333,2.558333333333333
"Boulder, CO",MSA,2023-11-30,2017-12-31,181015.25,185144.75,4129.5,2.2333333333333334
"Boulder, CO",MSA,2023-11-30,2018-12-31,186129.08333333334,191179.83333333334,5050.75,2.625
"Boulder, CO",MSA,2023-11-30,2019-12-31,189869.58333333334,194267.91666666666,4398.333333333333,2.25
"Boulder, CO",MSA,2023-11-30,2020-12-31,179993.41666666666,190953.16666666666,10959.75,5.766666666666667
"Boulder, CO",MSA,2023-11-30,2021-12-31,189212.83333333334,197906.33333333334,8693.5,4.391666666666667
"Boulder, CO",MSA,2023-11-30,2022-12-31,196736.33333333334,201808.58333333334,5072.25,2.5166666666666666
"Boulder, CO",MSA,2023-11-30,2023-12-31,199142.0,204459.81818181818,5317.818181818182,2.590909090909091
"Bowling Green, KY",MSA,2023-11-30,2000-12-31,67690.41666666667,70409.91666666667,2719.5,3.858333333333333
"Bowling Green, KY",MSA,2023-11-30,2001-12-31,66729.75,70325.41666666667,3595.6666666666665,5.1000000000000005
"Bowling Green, KY",MSA,2023-11-30,2002-12-31,66615.16666666667,70670.75,4055.5833333333335,5.741666666666667
"Bowling Green, KY",MSA,2023-11-30,2003-12-31,67118.41666666667,71505.75,4387.333333333333,6.125
"Bowling Green, KY",MSA,2023-11-30,2004-12-31,68436.91666666667,72136.25,3699.3333333333335,5.141666666666667
"Bowling Green, KY",MSA,2023-11-30,2005-12-31,70630.16666666667,74675.33333333333,4045.1666666666665,5.408333333333334
"Bowling Green, KY",MSA,2023-11-30,2006-12-31,72050.08333333333,76125.91666666667,4075.8333333333335,5.366666666666667
"Bowling Green, KY",MSA,2023-11-30,2007-12-31,73190.0,76850.5,3660.5,4.758333333333334
"Bowling Green, KY",MSA,2023-11-30,2008-12-31,72651.58333333333,77276.08333333333,4624.5,5.983333333333333
"Bowling Green, KY",MSA,2023-11-30,2009-12-31,69369.58333333333,78368.5,8998.916666666666,11.491666666666667
"Bowling Green, KY",MSA,2023-11-30,2010-12-31,70428.5,78289.16666666667,7860.666666666667,10.033333333333333
"Bowling Green, KY",MSA,2023-11-30,2011-12-31,71885.41666666667,78806.58333333333,6921.166666666667,8.783333333333333
"Bowling Green, KY",MSA,2023-11-30,2012-12-31,73567.66666666667,79480.33333333333,5912.666666666667,7.433333333333334
"Bowling Green, KY",MSA,2023-11-30,2013-12-31,74039.16666666667,79805.75,5766.583333333333,7.2250000000000005
"Bowling Green, KY",MSA,2023-11-30,2014-12-31,73505.25,78080.16666666667,4574.916666666667,5.841666666666666
"Bowling Green, KY",MSA,2023-11-30,2015-12-31,74207.75,77867.33333333333,3659.5833333333335,4.708333333333333
"Bowling Green, KY",MSA,2023-11-30,2016-12-31,77464.66666666667,80812.0,3347.3333333333335,4.133333333333334
"Bowling Green, KY",MSA,2023-11-30,2017-12-31,79578.0,83045.75,3467.75,4.175
"Bowling Green, KY",MSA,2023-11-30,2018-12-31,80156.41666666667,83305.83333333333,3149.4166666666665,3.775
"Bowling Green, KY",MSA,2023-11-30,2019-12-31,81343.25,84611.33333333333,3268.0833333333335,3.8666666666666667
"Bowling Green, KY",MSA,2023-11-30,2020-12-31,76400.91666666667,81616.83333333333,5215.916666666667,6.425
"Bowling Green, KY",MSA,2023-11-30,2021-12-31,79427.33333333333,82774.91666666667,3347.5833333333335,4.058333333333334
"Bowling Green, KY",MSA,2023-11-30,2022-12-31,81199.83333333333,84311.08333333333,3111.25,3.6750000000000003
"Bowling Green, KY",MSA,2023-11-30,2023-12-31,81997.09090909091,85253.27272727272,3256.181818181818,3.8181818181818183
"Bremerton-Silverdale, WA",MSA,2023-11-30,2000-12-31,101678.08333333333,107514.0,5835.916666666667,5.441666666666666
"Bremerton-Silverdale, WA",MSA,2023-11-30,2001-12-31,100558.25,106998.75,6440.5,6.016666666666667
"Bremerton-Silverdale, WA",MSA,2023-11-30,2002-12-31,103937.41666666667,111306.08333333333,7368.666666666667,6.625
"Bremerton-Silverdale, WA",MSA,2023-11-30,2003-12-31,106387.41666666667,114034.66666666667,7647.25,6.708333333333333
"Bremerton-Silverdale, WA",MSA,2023-11-30,2004-12-31,110895.5,117961.41666666667,7065.916666666667,5.991666666666667
"Bremerton-Silverdale, WA",MSA,2023-11-30,2005-12-31,114195.41666666667,120753.0,6557.583333333333,5.433333333333334
"Bremerton-Silverdale, WA",MSA,2023-11-30,2006-12-31,115846.16666666667,122022.91666666667,6176.75,5.058333333333334
"Bremerton-Silverdale, WA",MSA,2023-11-30,2007-12-31,117026.16666666667,122945.83333333333,5919.666666666667,4.825
"Bremerton-Silverdale, WA",MSA,2023-11-30,2008-12-31,118272.91666666667,124803.66666666667,6530.75,5.216666666666667
"Bremerton-Silverdale, WA",MSA,2023-11-30,2009-12-31,114158.0,122924.0,8766.0,7.116666666666667
"Bremerton-Silverdale, WA",MSA,2023-11-30,2010-12-31,109147.41666666667,118334.33333333333,9186.916666666666,7.7749999999999995
"Bremerton-Silverdale, WA",MSA,2023-11-30,2011-12-31,107641.66666666667,116421.5,8779.833333333334,7.541666666666667
"Bremerton-Silverdale, WA",MSA,2023-11-30,2012-12-31,107271.16666666667,115656.66666666667,8385.5,7.258333333333333
"Bremerton-Silverdale, WA",MSA,2023-11-30,2013-12-31,105587.33333333333,113573.91666666667,7986.583333333333,7.041666666666667
"Bremerton-Silverdale, WA",MSA,2023-11-30,2014-12-31,106686.0,113425.83333333333,6739.833333333333,5.941666666666666
"Bremerton-Silverdale, WA",MSA,2023-11-30,2015-12-31,109208.66666666667,115401.33333333333,6192.666666666667,5.366666666666667
"Bremerton-Silverdale, WA",MSA,2023-11-30,2016-12-31,111820.58333333333,118341.08333333333,6520.5,5.508333333333333
"Bremerton-Silverdale, WA",MSA,2023-11-30,2017-12-31,115064.0,120861.83333333333,5797.833333333333,4.8
"Bremerton-Silverdale, WA",MSA,2023-11-30,2018-12-31,118359.41666666667,124093.41666666667,5734.0,4.608333333333333
"Bremerton-Silverdale, WA",MSA,2023-11-30,2019-12-31,123673.58333333333,129642.66666666667,5969.083333333333,4.6000000000000005
